DATE,TMAX,TMIN,RAIN,SRAD,RHUM
06/30/2013,28.26477458,22.76477458,7,13.00272279,86.68154131
07/01/2013,32.12418518,23.42418518,0,18.54061589,78.93283721
07/02/2013,33.40813336,23.80813336,0,17.39998965,74.35445336
07/03/2013,33.70166832,23.40166832,0,18.54674569,72.02801292
07/04/2013,35.31311585,21.81311585,0,20.17074457,66.69919416
07/05/2013,34.67450662,21.7,44,13.59324543,93.83333333
07/06/2013,32.47470551,23.67470551,0,17.93134259,79.12534004
07/07/2013,31.60628594,23.20628594,1.6,17.00046123,81.3224883
07/08/2013,32.67688467,22.27688467,0,19.07131875,79.40398912
07/09/2013,32.67372835,22.57372835,0,17.99361453,78.8288809
07/10/2013,30.14115645,23.74115645,0.2,15.91079483,84.73244881
07/11/2013,33.64056539,21.44056539,0,19.27863492,68.38946887
07/12/2013,34.60752237,23.10752237,0,19.86310639,65.72139934
07/13/2013,32.96278662,22.86278662,0,18.17399797,76.19932161
07/14/2013,32.89996756,23.29996756,0,18.68251006,77.88950634
07/15/2013,34.2951744,22.7951744,0,20.04411238,71.27096099
07/16/2013,32.37265147,22.77265147,0.4,17.84834656,77.10313958
07/17/2013,31.42690719,22.62690719,2.4,18.38539476,81.76637644
07/18/2013,29.3233293,21.9233293,0.4,16.51787387,87.65090412
07/19/2013,31.00384892,23.10384892,0,17.99386893,82.26868691
07/20/2013,33.0194959,23.7194959,0.4,17.55062777,72.34981498
07/21/2013,29.0835597,22.6835597,0,16.67274456,87.49694747
07/22/2013,28.88011633,22.48011633,0.9,15.82253883,87.73895554
07/23/2013,33.33120048,21.83120048,0,20.71922774,76.93727769
07/24/2013,29.66093389,21.76093389,38.4,17.61082307,88.4585578
07/25/2013,32.41291146,22.81291146,0,18.53614102,80.47979035
07/26/2013,31.99820382,23.49820382,0,19.75382972,75.57872914
07/27/2013,32.32751334,22.02751334,0.4,18.24970099,78.72749467
07/28/2013,32.65624599,23.95624599,0,19.22294039,76.84115942
07/29/2013,35.67834347,23.67834347,0,18.90596909,60.04612823
07/30/2013,34.87474817,23.37474817,0,20.84494511,67.34048684
07/31/2013,34.99503266,22.59503266,0.4,20.68130453,67.04686349
08/01/2013,34.69467805,22.49467805,0,20.63503962,66.73875601
08/02/2013,33.4754343,23.1754343,0,18.58653919,74.24414857
08/03/2013,34.68620365,22.58620365,0,20.68825328,71.27766162
08/04/2013,33.96826961,22.06826961,0,19.95804401,67.12814891
08/05/2013,31.9,22.8,0.2,19.6519177,85.66666667
08/06/2013,34.96154942,22.76154942,0,20.97652453,68.52462215
08/07/2013,34.61036797,21.61036797,0.4,21.0896923,66.83061335
08/08/2013,35.34692945,21.44692945,0,17.99330483,60.94753541
08/09/2013,36.84481633,22.94481633,0,20.7157874,62.28762488
08/10/2013,37.07469234,22.97469234,0,19.33465648,61.19337385
08/11/2013,37.16443274,23.26443274,0,21.32521598,63.02877507
08/12/2013,36.0900567,22.1900567,0,19.01794649,60.65377968
08/13/2013,35.22883176,22.42883176,0,21.35893747,66.90234077
08/14/2013,35.01212479,23.11212479,0,19.97278219,66.03483877
08/15/2013,34.85388862,23.35388862,0,20.65030059,71.78366487
08/16/2013,34.3872301,22.2872301,0.2,21.65207587,68.4030581
08/17/2013,33.55646625,22.85646625,0,19.09606068,75.70794311
08/18/2013,35.18679321,22.18679321,0,20.28942562,66.15747397
08/19/2013,35.18535993,22.38535993,0,20.44379538,65.79416696
08/20/2013,35.731205,22.931205,0,20.71483384,66.16726369
08/21/2013,37.41458828,23.31458828,0,21.59696153,57.97398666
08/22/2013,34.27001992,23.97001992,0,19.62273818,73.79969924
08/23/2013,35.12787274,23.62787274,0,20.41888155,66.01100357
08/24/2013,33.43495317,22.73495317,0,19.61359045,75.2754161
08/25/2013,34.97498047,22.87498047,0,21.21813107,69.42550235
08/26/2013,32.97826996,23.87826996,0,19.40090609,73.75640521
08/27/2013,35.60652238,22.50652238,0,20.41074667,68.75828446
08/28/2013,33.45254708,23.15254708,0,19.31358889,71.71400423
08/29/2013,34.09127455,22.79127455,0,18.78165864,72.28809291
08/30/2013,34.60475451,22.50475451,0,21.60704055,68.05825802
08/31/2013,34.00193643,23.70193643,0,17.92452778,73.66628844
09/01/2013,36.87698538,22.77698538,0,20.47684141,63.54938131
09/02/2013,34.7128905,24.2128905,0,20.80215727,72.40911459
09/03/2013,35.93318469,23.63318469,0,18.38665898,61.54488316
09/04/2013,35.1,24.22007573,0,15.52321206,69.59646587
09/05/2013,36.12213241,23.02213241,0,20.68325826,65.58573875
09/06/2013,32.18336456,22.58336456,0,20.72717281,83.38089476
09/07/2013,35.35289244,24.05289244,0,20.63533743,70.34155332
09/08/2013,34.67430355,24.27430355,0,20.18271232,74.43115255
09/09/2013,36.58521806,23.28521806,0,20.95016623,66.26313593
09/10/2013,38.29196723,22.89196723,0,22.16392987,53.20046503
09/11/2013,37.39905914,24.09905914,0,21.5086831,58.94245984
09/12/2013,33.19993643,24.79993643,0.2,19.37669098,73.26975285
09/13/2013,32.25277281,24.25277281,0,19.01534572,78.04825835
09/14/2013,34.79219165,24.69219165,0,20.39283572,66.67518824
09/15/2013,35.43952718,23.83952718,0,20.52080651,67.17740254
09/16/2013,37.78055155,23.68055155,0,21.61367041,55.34712452
09/17/2013,35.0252294,24.5252294,0,19.93552128,74.43812536
09/18/2013,33.76647093,24.66647093,0,18.25653783,74.79863172
09/19/2013,35.42535609,24.42535609,0.6,20.08090055,70.13044518
09/20/2013,34.35243843,24.75243843,0,18.98170493,71.18162109
09/21/2013,34.3884638,24.8884638,0,18.9433557,71.32625799
09/22/2013,39.31130414,23.61130414,0,23.22403348,53.79952602
09/23/2013,35.27319887,23.57319887,0,20.16818399,65.71516286
09/24/2013,38.28203932,23.68203932,0,21.52365694,53.61653071
09/25/2013,33.69633262,25.69633262,0,18.07539122,72.79039384
09/26/2013,34.40141531,23.40141531,6,20.75270464,70.76404879
09/27/2013,34.06548931,24.56548931,0.2,17.89883379,73.00288802
09/28/2013,33.40599631,25.70599631,0,16.90698981,73.47802896
09/29/2013,33.89352881,24.79352881,0,17.18111458,70.9683391
09/30/2013,35.18953768,22.88953768,0,21.20303606,69.66969712
10/01/2013,33.01096564,25.26096564,0,18.57807061,75.2945135
10/02/2013,32.78978418,25.38978418,0,15.93588767,74.78635333
10/03/2013,31.24546713,23.04546713,16.2,16.56678837,79.80636794
10/04/2013,33.8,24.9,0,14.72631778,69.29166667
10/05/2013,35.52612334,23.72612334,0,18.35129708,62.88869836
10/06/2013,31.21036946,23.31036946,0,16.72120204,79.19081064
10/07/2013,31.30631111,24.10631111,0.2,15.70547743,80.41529492
10/08/2013,32.40876794,25.20876794,0,15.56863702,74.01949285
10/09/2013,33.38921248,25.28921248,0,17.9121189,72.46288858
10/10/2013,31.28398253,23.28398253,0,16.77885013,79.30984566
10/11/2013,30.29303375,23.24303375,5.2,14.23085802,88.05529461
10/12/2013,32.67467926,22.27467926,0,19.12687522,79.63421909
10/13/2013,33.76675646,22.26675646,5.8,18.58103604,69.75653152
10/14/2013,33.98478492,23.08478492,0.2,18.70575611,66.43655752
10/15/2013,33.40492057,23.50492057,0,18.20089387,75.65382639
10/16/2013,32.76915281,24.66915281,0,19.02488141,76.3999472
10/17/2013,32.26743243,24.16743243,0,19.56778252,78.58825879
10/18/2013,32.17973968,23.97973968,3.4,18.69437287,82.21668046
10/19/2013,31.61333944,23.86333944,0.8,17.31576638,80.33428081
10/20/2013,36.09486233,24.09486233,0,20.92269521,69.70288193
10/21/2013,34.31533642,22.96533642,6.4,19.98548359,68.69683854
10/22/2013,32.33291672,23.13291672,11.2,17.03745884,75.84414988
10/23/2013,31.14488424,24.09488424,0.2,16.35420946,82.11145833
10/24/2013,31.44415215,23.74415215,0,16.70694485,78.85015236
10/25/2013,32.85809421,24.85809421,0,17.80333704,72.15275981
10/26/2013,33.39536973,24.89536973,0,17.18361118,72.5183507
10/27/2013,34.57914572,22.57914572,0,20.89017111,69.83354719
10/28/2013,31.96512162,23.86512162,0,17.8221796,78.05342671
10/29/2013,32.2861943,21.5861943,0.2,18.43113845,79.50517186
10/30/2013,31.50914015,23.40914015,8.6,16.93223099,78.95024633
10/31/2013,32.00961512,23.50961512,0,19.83630272,75.87893813
11/01/2013,30.48022385,23.28022385,0.2,15.13698846,87.83850011
11/02/2013,30.59038457,23.19038457,68.6,15.97332444,87.68091162
11/03/2013,31.02201992,22.02201992,24.4,20.2482791,83.12206608
11/04/2013,36.7,23.2,0,22.22649922,66.41666667
11/05/2013,31.97940776,23.67940776,0,17.44031195,79.95528475
11/06/2013,31.12287472,24.42287472,0,17.02067588,81.4741975
11/07/2013,32.22147801,24.62147801,0,17.64058356,77.91517356
11/08/2013,31.0033867,24.0033867,0,15.99494478,81.12633302
11/09/2013,32.51559111,23.41559111,0,18.40355809,76.89846001
11/10/2013,30.49061914,24.29061914,0.8,17.59323552,84.67826745
11/11/2013,35.23097199,23.33097199,0,21.21609553,71.10823937
11/12/2013,33.95143405,22.10143405,6.2,19.77441425,67.20736735
11/13/2013,34.46465171,24.01465171,0.4,19.65250602,72.147406
11/14/2013,34.78443357,24.18443357,0,20.96045621,72.45026695
11/15/2013,36.04150478,24.24150478,0,20.59391749,68.24524941
11/16/2013,34.35272086,24.15272086,0,20.2242857,73.45557578
11/17/2013,34.81996508,24.11996508,0,20.62675047,74.53247338
11/18/2013,32.39375663,22.99375663,9.2,17.7079007,77.18719781
11/19/2013,33.30381612,23.20381612,0,18.91460544,76.68938174
11/20/2013,32.11768117,23.01768117,19.4,17.24954694,78.30559105
11/21/2013,33.82866737,21.97866737,0,19.5068043,67.56625619
11/22/2013,32.20482714,23.20482714,0,19.90970846,83.3398609
11/23/2013,34.32207551,23.92207551,9.4,20.04038422,75.35748586
11/24/2013,35.75771912,23.85771912,0,21.6332427,66.91022964
11/25/2013,32.7500998,24.2500998,10.2,18.7801489,79.95289175
11/26/2013,33.67304676,22.97304676,22.2,18.7498987,75.03779503
11/27/2013,31.57649221,23.77649221,0,17.31304684,81.65923878
11/28/2013,29.69147105,23.09147105,11.8,16.07946888,87.66669799
11/29/2013,31.00092704,23.55092704,0,16.19294641,79.51441653
11/30/2013,29.69400562,22.99400562,0,14.77978129,86.76042791
12/01/2013,31.2002441,23.5002441,0,16.34922735,77.91186933
12/02/2013,30.53460299,21.93460299,0,18.95498932,86.1005455
12/03/2013,29.9489833,22.4489833,0.2,16.00282094,87.09976682
12/04/2013,36.4,26.1,0,20.95723774,67.91666667
12/05/2013,33.98324906,22.58324906,0,19.06627384,68.00872829
12/06/2013,35.82114902,23.02114902,0.2,20.98146741,66.19851234
12/07/2013,37.12726467,21.72726467,0,22.0892248,59.37862577
12/08/2013,31.29280367,22.89280367,0,15.72054603,79.3345997
12/09/2013,36.60525989,22.40525989,0.2,20.11697488,59.77998305
12/10/2013,30.64962108,24.14962108,10.4,17.77604645,84.83073646
12/11/2013,37.02294479,24.02294479,0,20.70358316,64.08352059
12/12/2013,34.22087933,23.52087933,0,19.95947248,73.46684083
12/13/2013,34.72922701,24.22922701,0,21.02167779,72.37065691
12/14/2013,36.64058419,22.34058419,10.4,20.77012694,59.38714069
12/15/2013,32.81147877,21.51147877,0,17.95278048,76.12776587
12/16/2013,31.62040262,22.02040262,24.2,19.64853118,82.76301128
12/17/2013,34.09168917,19.59168917,0,19.76134148,64.91233513
12/18/2013,33.76983763,24.16983763,0,16.60753533,71.10374482
12/19/2013,37.19934072,22.89934072,0,21.56086441,61.33968128
12/20/2013,35.26305564,20.76305564,0,19.5363452,63.12826176
12/21/2013,36.84170387,22.04170387,0,22.58449224,58.0640558
12/22/2013,35.10209561,22.70209561,0,21.33004062,67.06486497
12/23/2013,38.18831185,23.48831185,0,21.78150619,54.57702951
12/24/2013,34.40633599,22.00633599,0,21.04037831,66.64557987
12/25/2013,30.9365795,22.6365795,0,18.41933821,82.20672517
12/26/2013,33.92687195,22.62687195,5,19.35800528,67.50460147
12/27/2013,30.83068649,22.03068649,0,19.28753407,84.97944292
12/28/2013,28.02860801,21.92860801,37.8,13.61502728,87.16052266
12/29/2013,31.36429928,23.66429928,0,17.23384378,80.01230785
12/30/2013,35.79170639,21.29170639,0,19.59037206,63.26279433
12/31/2013,35.0099392,24.6099392,0,18.69556404,71.00417986
01/01/2014,30.93044541,23.33044541,0,16.26198763,79.01087859
01/02/2014,32.47132032,22.07132032,1,18.0032066,77.95244916
01/03/2014,30.98441129,22.88441129,0,18.09696155,81.06030654
01/04/2014,37.56300215,25.21300215,0,22.05767232,59.44981678
01/05/2014,34.68797179,23.98797179,0,21.21517003,71.17664199
01/06/2014,34.06208468,23.56208468,0,19.08137096,72.12436684
01/07/2014,34.81433494,25.61433494,0,19.72698271,70.6800679
01/08/2014,32.33483261,22.33483261,0,17.02879841,76.8379176
01/09/2014,36.02186869,25.27186869,0,20.15465682,65.81120446
01/10/2014,34.3955519,24.5955519,0,18.88169721,74.34643228
01/11/2014,33.82482375,24.32482375,0,16.70805145,69.599263
01/12/2014,33.50313814,23.00313814,27.6,19.77194551,75.8885324
01/13/2014,36.90123601,26.20123601,0,21.19676102,64.25571338
01/14/2014,35.68797777,25.18797777,0,18.80791363,64.25151449
01/15/2014,35.73879868,25.23879868,0,19.40350618,64.59649596
01/16/2014,35.52998422,20.52998422,0,19.92333389,63.52088293
01/17/2014,31.566896,23.066896,0,19.01808253,82.2793563
01/18/2014,30.45823711,21.15823711,0.5,19.10487272,82.27110581
01/19/2014,28.05002451,23.45002451,0,13.84971293,85.40050254
01/20/2014,30.2944969,22.0944969,7.4,17.72839833,86.78641662
01/21/2014,30.8614616,23.0614616,0,19.59595251,84.49559235
01/22/2014,30.89932506,23.09932506,0.1,19.7385009,84.55968156
01/23/2014,32.28651535,21.78651535,0,19.18532757,81.84006569
01/24/2014,32.17282407,21.97282407,0,19.67402466,82.75321228
01/25/2014,30.30688653,22.00688653,0.2,17.95604085,86.64065354
01/26/2014,31.64968707,23.84968707,0,17.1713267,79.70680311
01/27/2014,29.47437688,24.87437688,0,13.58340993,82.38467218
01/28/2014,31.66820162,23.86820162,27,16.81404551,79.02038435
01/29/2014,32.22818991,23.42818991,0,18.5466673,77.03697694
01/30/2014,31.97361965,23.67361965,0,16.81820279,79.92058055
01/31/2014,32.82292238,22.87292238,0,17.80795251,75.6029367
02/01/2014,33.49561536,23.89561536,0,18.49049624,73.83919248
02/02/2014,36.9219503,24.7219503,0,20.19126201,60.35789387
02/03/2014,32.72897724,24.42897724,0,19.06877567,75.76092756
02/04/2014,33.69350118,23.79350118,2,19.24683396,73.086054
02/05/2014,33.79602506,25.09602506,0,17.26373363,70.79172991
02/06/2014,35.8114039,26.7114039,0,19.12442988,62.09297953
02/07/2014,33.80237838,25.10237838,0,17.50635454,70.7443682
02/08/2014,34.65045637,24.25045637,0,20.68788366,74.88549206
02/09/2014,33.09639989,24.79639989,0,18.93709121,72.25454176
02/10/2014,34.83815491,25.23815491,0,18.7813159,72.64686981
02/11/2014,33.23912022,24.93912022,3.2,19.67993634,74.75053324
02/12/2014,36.2,23.1,0,24.90565056,67.95833333
02/13/2014,32.7,23.1,0,24.2565964,72.875
02/14/2014,33.8,24.49166734,0,24.090727,72.58553701
02/15/2014,36.4,24.2,0,24.94531499,69.375
02/16/2014,34.4,25.6,0,21.9957244,69.41666667
02/17/2014,34.8,24,0,24.82992758,70.20833333
02/18/2014,35.3,26.1,0,21.29979411,67.58333333
02/19/2014,32.1,23.6,0,24.31429011,77.83333333
02/20/2014,33.2,25.1,0,19.55095372,74
02/21/2014,32,24.3,0,14.99315116,78.79166667
02/22/2014,33.3,22.9,0,23.03781692,79.45833333
02/23/2014,33.9,23.9,0,24.56670006,74.79166667
02/24/2014,34.9,25.3,0,15.83331571,72.45833333
02/25/2014,29.4,23.8,11,14.42976682,89.16666667
02/26/2014,32.5,23.8,0.2,18.3357801,84.04166667
02/27/2014,30.7,24.6,0.6,10.37765489,88.04166667
02/28/2014,31.8,23.1,0.2,19.36344919,84.91666667
03/01/2014,28.9,23.1,0.6,18.19515169,85.5
03/02/2014,31.2,23.1,0.2,19.57258886,82.83333333
